manifest_id,cohort,seed,domain,domain_label,value_head,rq_scope,task_type,stage,variant,architecture,teacher,source_checkpoint_ref,supervised_lr,max_epochs,original_training_set,estimator,puct,tree_sampling,anchor,width,iterations,workers,jpddl_heap,cpus,memory,time_limit,instance_timeout,completion_mode,dependency_ref,checkpoint_selection,status,notes
block_grouping-off-1963100312-stage1-train-primary,prospective-ten,1963100312,block_grouping,Block Grouping,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-2011206605-stage1-train-primary,prospective-ten,2011206605,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-1073581256-stage1-train-primary,prospective-ten,1073581256,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-1239739722-stage1-train-primary,prospective-ten,1239739722,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-1472491096-stage1-train-primary,prospective-ten,1472491096,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-534933607-stage1-train-primary,prospective-ten,534933607,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-2082152039-stage1-train-primary,prospective-ten,2082152039,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-1510771779-stage1-train-primary,prospective-ten,1510771779,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-923500475-stage1-train-primary,prospective-ten,923500475,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
block_grouping-on-1972442430-stage1-train-primary,prospective-ten,1972442430,block_grouping,Block Grouping,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.block_grouping,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-1963100312-stage1-train-primary,prospective-ten,1963100312,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-2011206605-stage1-train-primary,prospective-ten,2011206605,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-1073581256-stage1-train-primary,prospective-ten,1073581256,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-1239739722-stage1-train-primary,prospective-ten,1239739722,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-1472491096-stage1-train-primary,prospective-ten,1472491096,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-534933607-stage1-train-primary,prospective-ten,534933607,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-2082152039-stage1-train-primary,prospective-ten,2082152039,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-1510771779-stage1-train-primary,prospective-ten,1510771779,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-923500475-stage1-train-primary,prospective-ten,923500475,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-off-1972442430-stage1-train-primary,prospective-ten,1972442430,drone,Drone,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-1963100312-stage1-train-primary,prospective-ten,1963100312,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-2011206605-stage1-train-primary,prospective-ten,2011206605,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-1073581256-stage1-train-primary,prospective-ten,1073581256,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-1239739722-stage1-train-primary,prospective-ten,1239739722,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-1472491096-stage1-train-primary,prospective-ten,1472491096,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-534933607-stage1-train-primary,prospective-ten,534933607,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-2082152039-stage1-train-primary,prospective-ten,2082152039,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-1510771779-stage1-train-primary,prospective-ten,1510771779,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-923500475-stage1-train-primary,prospective-ten,923500475,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
drone-on-1972442430-stage1-train-primary,prospective-ten,1972442430,drone,Drone,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.drone,hadd-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-1963100312-stage1-train-primary,prospective-ten,1963100312,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-2011206605-stage1-train-primary,prospective-ten,2011206605,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-1073581256-stage1-train-primary,prospective-ten,1073581256,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-1239739722-stage1-train-primary,prospective-ten,1239739722,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-1472491096-stage1-train-primary,prospective-ten,1472491096,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-534933607-stage1-train-primary,prospective-ten,534933607,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-2082152039-stage1-train-primary,prospective-ten,2082152039,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-1510771779-stage1-train-primary,prospective-ten,1510771779,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-923500475-stage1-train-primary,prospective-ten,923500475,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-off-1972442430-stage1-train-primary,prospective-ten,1972442430,fo_counters,FO Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-1963100312-stage1-train-primary,prospective-ten,1963100312,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-2011206605-stage1-train-primary,prospective-ten,2011206605,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-1073581256-stage1-train-primary,prospective-ten,1073581256,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-1239739722-stage1-train-primary,prospective-ten,1239739722,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-1472491096-stage1-train-primary,prospective-ten,1472491096,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-534933607-stage1-train-primary,prospective-ten,534933607,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-2082152039-stage1-train-primary,prospective-ten,2082152039,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-1510771779-stage1-train-primary,prospective-ten,1510771779,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-923500475-stage1-train-primary,prospective-ten,923500475,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-1972442430-stage1-train-primary,prospective-ten,1972442430,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1963100312-stage1-train-primary,prospective-ten,1963100312,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-2011206605-stage1-train-primary,prospective-ten,2011206605,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1073581256-stage1-train-primary,prospective-ten,1073581256,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1239739722-stage1-train-primary,prospective-ten,1239739722,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1472491096-stage1-train-primary,prospective-ten,1472491096,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-534933607-stage1-train-primary,prospective-ten,534933607,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-2082152039-stage1-train-primary,prospective-ten,2082152039,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1510771779-stage1-train-primary,prospective-ten,1510771779,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-923500475-stage1-train-primary,prospective-ten,923500475,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1972442430-stage1-train-primary,prospective-ten,1972442430,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-1963100312-stage1-train-primary,prospective-ten,1963100312,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-2011206605-stage1-train-primary,prospective-ten,2011206605,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-1073581256-stage1-train-primary,prospective-ten,1073581256,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-1239739722-stage1-train-primary,prospective-ten,1239739722,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-1472491096-stage1-train-primary,prospective-ten,1472491096,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-534933607-stage1-train-primary,prospective-ten,534933607,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-2082152039-stage1-train-primary,prospective-ten,2082152039,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-1510771779-stage1-train-primary,prospective-ten,1510771779,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-923500475-stage1-train-primary,prospective-ten,923500475,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-on-1972442430-stage1-train-primary,prospective-ten,1972442430,rover,Rover,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-1963100312-stage1-train-primary,prospective-ten,1963100312,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-2011206605-stage1-train-primary,prospective-ten,2011206605,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-1073581256-stage1-train-primary,prospective-ten,1073581256,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-1239739722-stage1-train-primary,prospective-ten,1239739722,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-1472491096-stage1-train-primary,prospective-ten,1472491096,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-534933607-stage1-train-primary,prospective-ten,534933607,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-2082152039-stage1-train-primary,prospective-ten,2082152039,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-1510771779-stage1-train-primary,prospective-ten,1510771779,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-923500475-stage1-train-primary,prospective-ten,923500475,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-off-1972442430-stage1-train-primary,prospective-ten,1972442430,counters,Counters,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
counters-on-1963100312-stage1-train-primary,prospective-ten,1963100312,counters,Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.counters,hadd-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
