manifest_id,cohort,seed,domain,domain_label,value_head,rq_scope,task_type,stage,variant,architecture,teacher,source_checkpoint_ref,supervised_lr,max_epochs,original_training_set,estimator,puct,tree_sampling,anchor,width,iterations,workers,jpddl_heap,cpus,memory,time_limit,instance_timeout,completion_mode,dependency_ref,checkpoint_selection,status,notes
counters-off-1963100312-stage2-mcts_eval-narrow,prospective-ten,1963100312,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:1963100312,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-1963100312-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-2011206605-stage2-mcts_eval-narrow,prospective-ten,2011206605,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:2011206605,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-2011206605-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-1073581256-stage2-mcts_eval-narrow,prospective-ten,1073581256,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:1073581256,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-1073581256-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-1239739722-stage2-mcts_eval-narrow,prospective-ten,1239739722,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:1239739722,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-1239739722-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-1472491096-stage2-mcts_eval-narrow,prospective-ten,1472491096,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:1472491096,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-1472491096-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-534933607-stage2-mcts_eval-narrow,prospective-ten,534933607,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:534933607,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-534933607-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-2082152039-stage2-mcts_eval-narrow,prospective-ten,2082152039,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:2082152039,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-2082152039-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-1510771779-stage2-mcts_eval-narrow,prospective-ten,1510771779,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:1510771779,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-1510771779-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-923500475-stage2-mcts_eval-narrow,prospective-ten,923500475,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:923500475,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-923500475-stage2-train-primary,preselected dependency checkpoint,planned,
counters-off-1972442430-stage2-mcts_eval-narrow,prospective-ten,1972442430,counters,Counters,off,RQ1/RQ2,mcts_eval,stage2,narrow,experiments_numeric.architecture_2.counters_mcts,hmrmax-astar,selected:stage2:counters:off:1972442430,,,True,0.5,0.1,,,5,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,counters-off-1972442430-stage2-train-primary,preselected dependency checkpoint,planned,
