path,file,objects,counters,max_int,init_nonzero_fraction,goals,domain,distribution,rover,waypoint,objective,camera,visible_edges,traverse_edges
problem_generator/generated_validation_instances/fo-counters/valid_hard/pfile5.pddl,pfile5.pddl,13,13,40,1.0,12,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_hard/pfile6.pddl,pfile6.pddl,14,14,40,1.0,13,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_hard/pfile7.pddl,pfile7.pddl,10,10,40,1.0,9,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_hard/pfile8.pddl,pfile8.pddl,16,16,40,0.875,15,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_hard/pfile9.pddl,pfile9.pddl,9,9,40,0.8888888888888888,8,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile0.pddl,pfile0.pddl,5,5,20,0.8,4,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile1.pddl,pfile1.pddl,7,7,20,1.0,6,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile2.pddl,pfile2.pddl,5,5,20,1.0,4,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile3.pddl,pfile3.pddl,8,8,20,1.0,7,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile4.pddl,pfile4.pddl,8,8,20,0.875,7,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile5.pddl,pfile5.pddl,5,5,20,1.0,4,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile6.pddl,pfile6.pddl,8,8,20,1.0,7,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile7.pddl,pfile7.pddl,5,5,20,1.0,4,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile8.pddl,pfile8.pddl,8,8,20,1.0,7,fo_counters,thesis_validation,,,,,,
problem_generator/generated_validation_instances/fo-counters/valid_medium/pfile9.pddl,pfile9.pddl,8,8,20,1.0,7,fo_counters,thesis_validation,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile0.pddl,pfile0.pddl,5,5,42,1.0,4,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile1.pddl,pfile1.pddl,20,20,42,0.95,19,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile10.pddl,pfile10.pddl,6,6,42,1.0,5,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile11.pddl,pfile11.pddl,6,6,42,1.0,5,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile12.pddl,pfile12.pddl,2,2,42,1.0,1,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile13.pddl,pfile13.pddl,3,3,42,1.0,2,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile14.pddl,pfile14.pddl,4,4,42,1.0,3,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile15.pddl,pfile15.pddl,16,16,42,1.0,15,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile16.pddl,pfile16.pddl,2,2,42,1.0,1,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile17.pddl,pfile17.pddl,2,2,42,1.0,1,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile18.pddl,pfile18.pddl,7,7,42,0.8571428571428571,6,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile19.pddl,pfile19.pddl,11,11,42,1.0,10,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile2.pddl,pfile2.pddl,13,13,42,1.0,12,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile3.pddl,pfile3.pddl,10,10,42,0.9,9,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile4.pddl,pfile4.pddl,18,18,42,1.0,17,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile5.pddl,pfile5.pddl,9,9,42,1.0,8,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile6.pddl,pfile6.pddl,9,9,42,1.0,8,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile7.pddl,pfile7.pddl,9,9,42,1.0,8,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile8.pddl,pfile8.pddl,17,17,42,1.0,16,fo_counters,yarin_external,,,,,,
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/fo-counters/external/pfile9.pddl,pfile9.pddl,8,8,42,1.0,7,fo_counters,yarin_external,,,,,,
problems/numeric/rover/problems/pfile1.pddl,pfile1.pddl,8,,,,3,rover,paper_test,1,4,2,1,12,6
problems/numeric/rover/problems/pfile2.pddl,pfile2.pddl,9,,,,3,rover,paper_test,1,4,2,2,12,6
problems/numeric/rover/problems/pfile3.pddl,pfile3.pddl,10,,,,3,rover,paper_test,2,4,2,2,12,10
problems/numeric/rover/problems/pfile4.pddl,pfile4.pddl,12,,,,3,rover,paper_test,2,4,3,3,8,8
problems/numeric/rover/problems/pfile5.pddl,pfile5.pddl,12,,,,7,rover,paper_test,2,4,3,3,12,10
problems/numeric/rover/problems/pfile6.pddl,pfile6.pddl,13,,,,10,rover,paper_test,2,6,2,3,22,20
problems/numeric/rover/problems/pfile7.pddl,pfile7.pddl,13,,,,6,rover,paper_test,3,6,2,2,22,30
problems/numeric/rover/problems/pfile8.pddl,pfile8.pddl,17,,,,8,rover,paper_test,4,6,3,4,26,40
problems/numeric/rover/problems/pfile9.pddl,pfile9.pddl,19,,,,8,rover,paper_test,4,7,3,5,32,48
problems/numeric/rover/problems/pfile10.pddl,pfile10.pddl,21,,,,11,rover,paper_test,4,7,4,6,28,40
problems/numeric/rover/problems/pfile11.pddl,pfile11.pddl,19,,,,9,rover,paper_test,4,8,3,4,42,56
problems/numeric/rover/problems/pfile12.pddl,pfile12.pddl,20,,,,6,rover,paper_test,4,8,4,4,40,54
problems/numeric/rover/problems/pfile13.pddl,pfile13.pddl,22,,,,12,rover,paper_test,4,9,4,5,50,62
problems/numeric/rover/problems/pfile14.pddl,pfile14.pddl,23,,,,8,rover,paper_test,4,10,4,5,58,70
problems/numeric/rover/problems/pfile15.pddl,pfile15.pddl,24,,,,10,rover,paper_test,4,11,5,4,72,80
problems/numeric/rover/problems/pfile16.pddl,pfile16.pddl,25,,,,11,rover,paper_test,4,12,5,4,76,88
problems/numeric/rover/problems/pfile17.pddl,pfile17.pddl,34,,,,13,rover,paper_test,6,15,6,7,104,160
problems/numeric/rover/problems/pfile18.pddl,pfile18.pddl,40,,,,11,rover,paper_test,6,20,7,7,146,224
problems/numeric/rover/problems/pfile19.pddl,pfile19.pddl,41,,,,17,rover,paper_test,6,20,8,7,156,228
problems/numeric/rover/problems/pfile20.pddl,pfile20.pddl,48,,,,20,rover,paper_test,8,25,8,7,206,382
problem_generator/generated_validation_instances/rover/valid_easy/pfile0.pddl,pfile0.pddl,9,,,,3,rover,thesis_validation,2,5,1,1,14,18
problem_generator/generated_validation_instances/rover/valid_easy/pfile1.pddl,pfile1.pddl,12,,,,4,rover,thesis_validation,2,6,2,2,14,23
problem_generator/generated_validation_instances/rover/valid_easy/pfile2.pddl,pfile2.pddl,7,,,,3,rover,thesis_validation,1,4,1,1,9,6
problem_generator/generated_validation_instances/rover/valid_easy/pfile3.pddl,pfile3.pddl,9,,,,3,rover,thesis_validation,1,5,1,2,12,10
problem_generator/generated_validation_instances/rover/valid_easy/pfile4.pddl,pfile4.pddl,12,,,,4,rover,thesis_validation,1,6,2,3,18,13
problem_generator/generated_validation_instances/rover/valid_easy/pfile5.pddl,pfile5.pddl,11,,,,5,rover,thesis_validation,1,6,2,2,16,10
problem_generator/generated_validation_instances/rover/valid_easy/pfile6.pddl,pfile6.pddl,8,,,,3,rover,thesis_validation,1,4,1,2,9,8
problem_generator/generated_validation_instances/rover/valid_easy/pfile7.pddl,pfile7.pddl,11,,,,4,rover,thesis_validation,1,5,2,3,12,12
problem_generator/generated_validation_instances/rover/valid_easy/pfile8.pddl,pfile8.pddl,12,,,,3,rover,thesis_validation,2,6,1,3,17,25
problem_generator/generated_validation_instances/rover/valid_easy/pfile9.pddl,pfile9.pddl,11,,,,4,rover,thesis_validation,2,6,2,1,18,22
problem_generator/generated_validation_instances/rover/valid_hard/pfile0.pddl,pfile0.pddl,29,,,,14,rover,thesis_validation,3,16,6,4,49,113
problem_generator/generated_validation_instances/rover/valid_hard/pfile1.pddl,pfile1.pddl,38,,,,12,rover,thesis_validation,5,19,7,7,65,234
problem_generator/generated_validation_instances/rover/valid_hard/pfile2.pddl,pfile2.pddl,22,,,,7,rover,thesis_validation,4,10,3,5,29,87
problem_generator/generated_validation_instances/rover/valid_hard/pfile3.pddl,pfile3.pddl,26,,,,12,rover,thesis_validation,4,11,8,3,33,100
problem_generator/generated_validation_instances/rover/valid_hard/pfile4.pddl,pfile4.pddl,22,,,,11,rover,thesis_validation,4,8,5,5,27,73
problem_generator/generated_validation_instances/rover/valid_hard/pfile5.pddl,pfile5.pddl,28,,,,16,rover,thesis_validation,3,14,8,3,40,90
problem_generator/generated_validation_instances/rover/valid_hard/pfile6.pddl,pfile6.pddl,35,,,,12,rover,thesis_validation,3,18,8,6,59,125
problem_generator/generated_validation_instances/rover/valid_hard/pfile7.pddl,pfile7.pddl,37,,,,14,rover,thesis_validation,4,20,5,8,69,195
problem_generator/generated_validation_instances/rover/valid_hard/pfile8.pddl,pfile8.pddl,32,,,,9,rover,thesis_validation,5,18,6,3,61,212
problem_generator/generated_validation_instances/rover/valid_hard/pfile9.pddl,pfile9.pddl,29,,,,13,rover,thesis_validation,4,12,5,8,40,112
problem_generator/generated_validation_instances/rover/valid_medium/pfile0.pddl,pfile0.pddl,15,,,,4,rover,thesis_validation,2,8,2,3,17,32
problem_generator/generated_validation_instances/rover/valid_medium/pfile1.pddl,pfile1.pddl,16,,,,5,rover,thesis_validation,3,8,2,3,25,49
problem_generator/generated_validation_instances/rover/valid_medium/pfile2.pddl,pfile2.pddl,14,,,,5,rover,thesis_validation,3,6,2,3,15,34
problem_generator/generated_validation_instances/rover/valid_medium/pfile3.pddl,pfile3.pddl,17,,,,4,rover,thesis_validation,2,8,2,5,22,31
problem_generator/generated_validation_instances/rover/valid_medium/pfile4.pddl,pfile4.pddl,17,,,,3,rover,thesis_validation,3,7,2,5,19,46
problem_generator/generated_validation_instances/rover/valid_medium/pfile5.pddl,pfile5.pddl,15,,,,3,rover,thesis_validation,2,6,2,5,14,24
problem_generator/generated_validation_instances/rover/valid_medium/pfile6.pddl,pfile6.pddl,18,,,,4,rover,thesis_validation,3,8,2,5,25,55
problem_generator/generated_validation_instances/rover/valid_medium/pfile7.pddl,pfile7.pddl,15,,,,4,rover,thesis_validation,2,6,2,5,14,21
problem_generator/generated_validation_instances/rover/valid_medium/pfile8.pddl,pfile8.pddl,16,,,,6,rover,thesis_validation,3,8,3,2,23,51
problem_generator/generated_validation_instances/rover/valid_medium/pfile9.pddl,pfile9.pddl,14,,,,4,rover,thesis_validation,2,7,2,3,16,29
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile0.pddl,pfile0.pddl,11,,,,7,rover,yarin_external,1,6,2,2,24,8
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile1.pddl,pfile1.pddl,17,,,,3,rover,yarin_external,3,8,4,2,38,42
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile10.pddl,pfile10.pddl,19,,,,9,rover,yarin_external,4,8,3,4,40,52
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile11.pddl,pfile11.pddl,14,,,,10,rover,yarin_external,1,7,3,3,28,12
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile12.pddl,pfile12.pddl,13,,,,7,rover,yarin_external,2,5,3,3,20,16
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile13.pddl,pfile13.pddl,12,,,,5,rover,yarin_external,1,6,3,2,26,10
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile14.pddl,pfile14.pddl,21,,,,8,rover,yarin_external,4,8,5,4,42,56
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile15.pddl,pfile15.pddl,14,,,,7,rover,yarin_external,4,4,2,4,12,24
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile16.pddl,pfile16.pddl,14,,,,7,rover,yarin_external,3,5,3,3,16,20
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile17.pddl,pfile17.pddl,16,,,,8,rover,yarin_external,1,7,3,5,26,12
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile18.pddl,pfile18.pddl,13,,,,7,rover,yarin_external,2,5,3,3,20,16
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile19.pddl,pfile19.pddl,19,,,,8,rover,yarin_external,3,8,5,3,44,42
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile2.pddl,pfile2.pddl,17,,,,5,rover,yarin_external,2,5,5,5,20,10
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile3.pddl,pfile3.pddl,17,,,,6,rover,yarin_external,1,7,4,5,32,12
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile4.pddl,pfile4.pddl,13,,,,6,rover,yarin_external,3,4,3,3,10,16
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile5.pddl,pfile5.pddl,22,,,,12,rover,yarin_external,4,8,5,5,32,52
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile6.pddl,pfile6.pddl,16,,,,2,rover,yarin_external,2,7,4,3,34,24
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile7.pddl,pfile7.pddl,17,,,,5,rover,yarin_external,4,6,5,2,26,40
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile8.pddl,pfile8.pddl,15,,,,6,rover,yarin_external,1,8,4,2,38,12
/home/hersco/training_new_domains/2026-09-10/yarin_external/frozen/rover/external/pfile9.pddl,pfile9.pddl,16,,,,8,rover,yarin_external,2,8,4,2,48,28
